Tweet,Class
استاد کی حوصلہ افزائی نے رات گئے ایک کمزور طالب علم کو کلاس کا بہترین نتیجہ دینے والا بنا دیا,P
شور شرابے اور آلودگی نے لاہور کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
کوئٹہ کے بازاروں میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
موسم سرما میں کے دوران کوئٹہ میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
سرکاری افسر کی رہنمائی میں حالیہ دنوں میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
ڈاکٹر کے جھوٹے وعدوں نے عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
پشاور میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
گوجرانوالہ میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
حنزہ کی سڑکوں پر بنے گڑھوں کی وجہ سے رات گئے روزانہ نئے حادثات جنم لے رہے ہیں,N
کوئٹہ میں خودکش دھماکے کی خبر سن کر چھٹی کے دن پورا شہر خوف اور غم میں ڈوب گیا,N
میونسپل کمیٹی نے صبح سویرے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
بارش کے بعد اسلام آباد کا موسم انتہائی خوشگوار ہو گیا اور چھٹی کے دن لوگ گھروں سے باہر نکل آئے,P
بینک کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
مری کے عید کے موقع پر میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
عدالت کی غفلت کے باعث تھر کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
ملتان میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
برسوں بعد بچھڑے دوستوں کا اچانک ملنا زندگی کا حسین اتفاق تھا,P
وزیر اعظم نے بحران کے باوجود پیر کے روز ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
وکیل کی سچائی اور دیانتداری پیر کے روز آج بھی معاشرے کے لیے مثال ہے,P
مقامی فنکار کی پینٹنگ نے بجٹ کے بعد بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
کسانوں کی محنت رنگ لائی اور فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
تعلیمی بورڈ کی بروقت مدد سے صبح سویرے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
جھوٹی خبروں کے سیلاب نے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
جعلی ادویات کے کاروبار نے سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
کارپوریشن نے صبح سویرے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
تاجر پر لگے کرپشن کے الزامات انتخابات کے قریب ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
بلدیہ نے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
نئی نسل کے کاروباری ذہن نے بجٹ کے بعد چھوٹے شہروں میں بھی روزگار کے نئے مواقع پیدا کر دیے,P
شدید گرمی اور لوڈشیڈنگ نے صبح سویرے لاہور کے باسیوں کی زندگی اجیرن کر دی ہے,N
منہگائی کی چکی میں پستا حالیہ دنوں میں غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
بچے کی پہلی کامیابی دیکھ کر ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
سیالکوٹ میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
غیر ذمہ دارانہ ڈرائیونگ کے باعث سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
انصاف کے حصول میں سالانہ تقریب میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
راولپنڈی میں اس ہفتے نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
سیاستدان کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
بجٹ کے بعد سماجی کارکن نے نوشہرہ میں نجی ادارہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
شور شرابے اور آلودگی نے امسال حیدرآباد کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
گزشتہ ماہ کے دوران بہاولپور میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
بے جا ٹیکسوں کے نفاذ نے حالیہ دنوں میں چھوٹے تاجروں کی کمر توڑ دی ہے,N
شور شرابے اور آلودگی نے گوجرانوالہ کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
ڈرائیور کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
لاہور میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
اسلام آباد کی سڑکوں پر بنے گڑھوں کی وجہ سے گزشتہ ماہ روزانہ نئے حادثات جنم لے رہے ہیں,N
طویل انتظار کے بعد موسم سرما میں بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
معیاری تعلیم کے فقدان نے صبح سویرے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
میونسپل کمیٹی کی بروقت مدد سے رمضان میں سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
بے جا ٹیکسوں کے نفاذ نے چھٹی کے دن چھوٹے تاجروں کی کمر توڑ دی ہے,N
اسلام آباد میں صبح سویرے نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
سرکاری افسر کی مسلسل غفلت کے باعث پیر کے روز ایک اور موقع ضائع ہو گیا,N
سیاستدانوں کی باہمی چپقلش نے سالانہ تقریب میں عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
واپڈا کی غفلت کے باعث ژوب کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث رمضان میں سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
محکمہ صحت نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف کوئی سخت قانون موجود نہیں,N
سرکاری افسر پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
ریلوے کی نااہلی کے باعث کراچی میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
یونیورسٹی کی غفلت کے باعث جہلم کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
بے روزگاری کے ہاتھوں تنگ رمضان میں نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
واپڈا کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
چترال کے پیر کے روز میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
شاعر کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
شدید گرمی اور لوڈشیڈنگ نے نوشہرہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
منشیات کے پھیلاؤ نے اس ہفتے نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
معیاری تعلیم کے فقدان نے موسم سرما میں دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
کھیل کے میدان میں شکست کے بعد بھی ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
بلدیہ میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
سماجی کارکن پر لگے کرپشن کے الزامات اس ہفتے ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
واپڈا کی ناقص کارکردگی کے باعث شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
خاندان کے ساتھ پہاڑوں کی سیر ایک ناقابل فراموش تجربہ ثابت ہوئی,P
سرکاری ہسپتال کی نااہلی کے باعث سوات میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
شدید گرمی اور لوڈشیڈنگ نے چھٹی کے دن چترال کے باسیوں کی زندگی اجیرن کر دی ہے,N
امتحان میں ناکامی کے بعد چھٹی کے دن طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
میونسپل کمیٹی کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
آن لائن دھوکہ دہی کا شکار ہو کر اس ہفتے نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
سماجی کارکن کی بدسلوکی نے انتخابات کے قریب پورے محلے کا امن و سکون برباد کر دیا,N
شدید گرمی اور لوڈشیڈنگ نے حالیہ دنوں میں نوشہرہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
پاکستانی ٹیم نے عید کے موقع پر زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
معیاری تعلیم کے فقدان نے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
گوجرانوالہ کے نوجوانوں نے موسم سرما میں مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
خشک سالی نے پیر کے روز کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
راولپنڈی میں خودکش دھماکے کی خبر سن کر عید کے موقع پر پورا شہر خوف اور غم میں ڈوب گیا,N
کسانوں کی محنت رنگ لائی اور فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
پیر کے روز نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
بینک کے تعاون سے گزشتہ ماہ بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
کسانوں کی محنت رنگ لائی اور چھٹی کے دن فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
کسان خاتون کی بدسلوکی نے پورے محلے کا امن و سکون برباد کر دیا,N
سرکاری ہسپتال کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
وکیل کی ہٹ دھرمی نے رات گئے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
ڈرائیور پر لگے کرپشن کے الزامات حالیہ دنوں میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
بے روزگاری کے ہاتھوں تنگ امسال نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
محکمہ زراعت کی ناقص کارکردگی کے باعث چھٹی کے دن شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
تھر کی گلیوں میں کوڑے کے ڈھیر رمضان میں بیماریاں پھیلانے کا باعث بن رہے ہیں,N
حکومت کی بروقت مدد سے چھٹی کے دن سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
سیلاب کی تباہ کاریوں نے چھٹی کے دن ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
محکمہ زراعت کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
لاہور میں پانی کی قلت نے چھٹی کے دن شہریوں کا جینا محال کر دیا ہے,N
بلدیہ میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
ریلوے کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
کسانوں کی محنت رنگ لائی اور فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
تاجر نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے امسال مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
واپڈا کی سست روی کی وجہ سے سالانہ تقریب میں فائل مہینوں دفتروں میں پڑی رہی,N
گلگت میں سالانہ تقریب میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
امتحان میں ناکامی کے بعد طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
میونسپل کمیٹی کے وعدے انتخابات کے قریب صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
مری کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
یونیورسٹی کی غفلت کے باعث حنزہ کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
وکیل کی انتھک محنت رنگ لائی اور عید کے موقع پر انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
مقامی فنکار کی پینٹنگ نے بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
سیلاب کی تباہ کاریوں نے انتخابات کے قریب ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
تھر میں پانی کی قلت نے سالانہ تقریب میں شہریوں کا جینا محال کر دیا ہے,N
اوکاڑہ میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
کھیل کے میدان میں شکست کے بعد بھی ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
سکھر کے سالانہ تقریب میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
حکومت کی ناقص کارکردگی کے باعث شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
خشک سالی نے انتخابات کے قریب کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
تاجر کو انتخابات کے قریب بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
حالیہ دنوں میں نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
دکاندار کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
جہلم کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
سائنسدان کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
عدالت نے عید کے موقع پر کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
سیاستدانوں کی باہمی چپقلش نے عید کے موقع پر عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
اسلام آباد میں نئے ہسپتال کے قیام سے سالانہ تقریب میں دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
جہلم کے بازاروں میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
انتظامیہ کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
شدید گرمی اور لوڈشیڈنگ نے بہاولپور کے باسیوں کی زندگی اجیرن کر دی ہے,N
کھیل کے میدان میں شکست کے بعد بھی انتخابات کے قریب ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
چترال میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
لسبیلہ کی گلیوں میں کوڑے کے ڈھیر انتخابات کے قریب بیماریاں پھیلانے کا باعث بن رہے ہیں,N
راولپنڈی میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
گوجرانوالہ کی سڑکوں پر بنے گڑھوں کی وجہ سے امسال روزانہ نئے حادثات جنم لے رہے ہیں,N
پشاور کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
جھوٹی خبروں کے سیلاب نے چھٹی کے دن سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
سیالکوٹ کے شہریوں کی اجتماعی کوششوں سے محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
خاندان کے ساتھ رمضان میں پہاڑوں کی سیر ایک ناقابل فراموش تجربہ ثابت ہوئی,P
غیر ذمہ دارانہ ڈرائیونگ کے باعث حالیہ دنوں میں سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
ڈرائیور پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
جہلم کے شہریوں کی اجتماعی کوششوں سے رات گئے محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
حنزہ میں خودکش دھماکے کی خبر سن کر امسال پورا شہر خوف اور غم میں ڈوب گیا,N
دوران تھر میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
شدید گرمی اور لوڈشیڈنگ نے ملتان کے باسیوں کی زندگی اجیرن کر دی ہے,N
فنکار کی انتھک محنت رنگ لائی اور بجٹ کے بعد انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
ژوب میں نئے ہسپتال کے قیام سے پیر کے روز دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
ڈاکٹر نے اسلام آباد میں این جی او کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
میچ میں ناقص فیصلوں کی وجہ سے ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
انتظامیہ کی غفلت کے باعث ملتان کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
کتاب پڑھنے کی عادت نے انتخابات کے قریب میری سوچ کے دائرے کو بہت وسیع کر دیا,P
تاجر کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
کراچی کی گلیوں میں کوڑے کے ڈھیر صبح سویرے بیماریاں پھیلانے کا باعث بن رہے ہیں,N
فیصل آباد میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
سماجی کارکن کی بدسلوکی نے رمضان میں پورے محلے کا امن و سکون برباد کر دیا,N
وزیر اعلیٰ کی ہٹ دھرمی نے صبح سویرے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
استاد کی حوصلہ افزائی نے انتخابات کے قریب ایک کمزور طالب علم کو کلاس کا بہترین نتیجہ دینے والا بنا دیا,P
معیاری تعلیم کے فقدان نے سالانہ تقریب میں دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
انتظامیہ کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
کاروباری شخص نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
پشاور میں نئے ہسپتال کے قیام سے سالانہ تقریب میں دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
استاد کی حوصلہ افزائی نے حالیہ دنوں میں ایک کمزور طالب علم کو کلاس کا بہترین نتیجہ دینے والا بنا دیا,P
جہلم میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
کھلاڑی کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
ڈاکٹر کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
دکاندار کی انتھک محنت رنگ لائی اور سالانہ تقریب میں انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
محکمہ زراعت میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
ریلوے کی نااہلی کے باعث سوات میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
نوشہرہ میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
کوئٹہ کے شہریوں کی اجتماعی کوششوں سے عید کے موقع پر محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
بے روزگاری کے ہاتھوں تنگ نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
میچ میں ناقص فیصلوں کی وجہ سے انتخابات کے قریب ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
سوات میں رمضان میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
کراچی کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
وزیر اعلیٰ کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
انتخابات کے قریب کے دوران چترال میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
کوئٹہ کے گزشتہ ماہ میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
فیصل آباد میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
کسان خاتون نے سیالکوٹ میں بلدیہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
کتاب پڑھنے کی عادت نے صبح سویرے میری سوچ کے دائرے کو بہت وسیع کر دیا,P
پولیس محکمہ نے صبح سویرے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
استاد کے دھوکے نے چھٹی کے دن برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
این جی او کے افسران کی من مانیوں نے چھٹی کے دن عام شہری کو ذلیل و خوار کر دیا,N
پیٹرول اور بجلی کی قیمتوں میں انتخابات کے قریب مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
چترال کی گلیوں میں کوڑے کے ڈھیر بیماریاں پھیلانے کا باعث بن رہے ہیں,N
این جی او کی بروقت مدد سے پیر کے روز سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
بارش کے بعد سوات کا موسم انتہائی خوشگوار ہو گیا اور گزشتہ ماہ لوگ گھروں سے باہر نکل آئے,P
انتظامیہ نے انتخابات کے قریب نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
سوات کے شہریوں کی اجتماعی کوششوں سے پیر کے روز محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
سکھر میں خودکش دھماکے کی خبر سن کر صبح سویرے پورا شہر خوف اور غم میں ڈوب گیا,N
کارپوریشن کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
بجلی کے بھاری بلوں نے حالیہ دنوں میں چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
سیالکوٹ میں خودکش دھماکے کی خبر سن کر چھٹی کے دن پورا شہر خوف اور غم میں ڈوب گیا,N
محکمہ صحت کے وعدے حالیہ دنوں میں صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
میونسپل کمیٹی کی سست روی کی وجہ سے سالانہ تقریب میں فائل مہینوں دفتروں میں پڑی رہی,N
بے جا ٹیکسوں کے نفاذ نے چھوٹے تاجروں کی کمر توڑ دی ہے,N
سیاستدان نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے رمضان میں مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
محلے دار نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
انتخابات کے قریب نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
سرکاری افسر نے بحران کے باوجود رات گئے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
محکمہ صحت کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
انصاف کے حصول میں حالیہ دنوں میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
وزیر اعلیٰ کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
طالب علم نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
چترال کی سڑکوں پر بنے گڑھوں کی وجہ سے موسم سرما میں روزانہ نئے حادثات جنم لے رہے ہیں,N
بجٹ کے بعد پشاور کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
سائنسدان کے دھوکے نے گزشتہ ماہ برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
پیٹرول اور بجلی کی قیمتوں میں سالانہ تقریب میں مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
کارپوریشن کی نااہلی کے باعث لاہور میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
طلاق کی شرح میں بجٹ کے بعد اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
حنزہ کی سڑکوں پر بنے گڑھوں کی وجہ سے اس ہفتے روزانہ نئے حادثات جنم لے رہے ہیں,N
بہاولپور میں بجٹ کے بعد نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
نوشہرہ کی سڑکوں پر بنے گڑھوں کی وجہ سے امسال روزانہ نئے حادثات جنم لے رہے ہیں,N
بہاولپور کے اس ہفتے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
گلگت کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
صحافی نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
محلے دار کی انتھک محنت رنگ لائی اور امسال انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
لسبیلہ کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
برسوں بعد بچھڑے دوستوں کا اچانک ملنا زندگی کا حسین اتفاق تھا,P
دوران کوئٹہ میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
طالب علم کی بدسلوکی نے پورے محلے کا امن و سکون برباد کر دیا,N
موسم سرما میں نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
محلے دار کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
