review,rating,sentiment
Food was very tasty excellent service good ambiance,5,Positive
Excelent taste n good service but charges were high,5,Positive
"Good tasty food .Neat and clean place. Freshly backed Naans are very tasty, cooperative and helpful staff.",4,Positive
I really like and enjoy it your recipe foods Look so Delicious,5,Positive
"Calm and peaceful, good and quick service. Food quality was very good…",5,Positive
"Service is slow.  The wait staff missed bringing a few people's drinks.  The food was all wrapped up for the platters, to the point that we didn't find some of it until end of the meal.  The food was ok.",4,Positive
Place is nice valet parking inside restaurant spacious tables are small though for huge platters. Hummus was ordinary but Garlic Naan was Ammazing! Mix grill platter was adequate with quantity though looked small but four people has some …,3,Neutral
"Visited with my family. We ordered Chicken fire steaks and Taragon Steaks. Tarragon steak was cewamy and very tasty. I think it is their signature steak.
Service was not that good. One waiter was allocated to multiple tables. …",4,Positive
"I tried the Kunafa Chocolate from Kababjees, but it tasted like Dairy Milk ice cream nothing different",5,Positive
"The restaurant was good, a little too busy for my liking. The interior is posh, really well made, and  really comfortable too, as chairs are more of miniature sofas. The only negative thing is it's location as the road there is really not well made and it's located at an eerie spot, and there's also no real spot to park at.",4,Positive
"Pros.
1. Good food
2. Food seating space …",4,Positive
"The steak was an absolute delight. Cooked to perfection, it boasted a perfect sear on the outside while maintaining a tender and juicy interior. Each bite was a flavorful experience, enhanced by a well-balanced combination of seasonings. …",5,Positive
"Kababjees is a fantastic restaurant that offers a delightful dining experience. The ambiance is cozy and welcoming, perfect for a casual meal or a special occasion. The menu boasts a wide variety of kababs, biryanis and other traditional …",4,Positive
"Food was just okayish, we ordered club sandwiches, chicken chili dry and prawn choli dry it was TOO DRY. I know it said dry but we didn't ask for a desert to be served. Very bad food, we were there for an iftar and the services and atmosphere was 10/10.",2,Negative
"Very Good experience! Perfection in everything Food, Service, & Atmosphere.
Not recommended for one who is looking for a pocket-friendly eatery.",4,Positive
"Good Food, Bad noisy Ambience.

Although Kababjees is a big name, and I have dined in the Do Darya, Highway …",3,Neutral
Ordered steaks from kebabjees. I must say the mushroom beef steak is a must. Do try it. Price is fair enough which cost around 1399 rs. We ordered fire steak and french onion both were good according to the taste. Good portion of mutton rango kebab and chullu kabab was big enough for 2 people. Do try this for a quick go appetite.,4,Positive
"Ambiance is good, staff and service is good. We were really disappointed by food quality, We ordered 3 types of Steaks, Chillu kebab and Rango kebabs, and rice. …",3,Neutral
Indoor seating is better than Kababjees outdoor but the food is at the same standard. Just good enough. Great value for the money with bank discounts.,3,Neutral
"Awesome Food, very nice service, beautifull place for visit with friends and family, overll very good experience🥰❤️ …",5,Positive
Food quality was satisfactory. Ambience is average. Dining tables are placed close to each other which was very discomforting. Must install more air-conditioning units to maintain temperature of the dinning lounge.,3,Neutral
"Food was perfect for me seems i eat at asian cuisine
The meat so tender and delicious 🤤
Taste is like 👍👍 …",4,Positive
My go to place. They literally serve everything in here from italian to barbeque items to steaks to mandis. A wide range of good food. I killed one star coz of the bad experience I had at do darya branch. The food somehow tasted weird but never had any problem at any other branches. And a great ambiance along with the food. Keep it up.,4,Positive
"I went to Horror Kabbab Jees Cafe in Karachi, where there are limited options of entertainment for karachiite it's not just a restaurant but also a fun place for kids and adults. The spooky theme and unique decor are cool, and the food is …",4,Positive
"Nice Service, Awesome Food.. its just feels so good every time visiting there, the environment and food is just GREAT.",5,Positive
Food was delicious specially chicken and mutton karahi. Malai boti was also amazing. Staff where very friendly and our food was served within 20 mins. We only ordered tandoor and garlic naan. Chullu kebab and muttton madbee were ok. Atmosphere was relaxed and family friendly.,4,Positive
Went there with family. Good food and ambience. Nice service. A bit costly but that's how good restaurants in Karachi are. Have baby carts for infants. Separate washrooms for ladies and gents. Car Valet service available. Overall 9/10.,5,Positive
"I tried there Chicken mandi and mutton chops. They taste delicious. On the other hand, environment and ambiance was super awesome and family friendly.",5,Positive
"The place is big, ambience is good, staff is attentive and washrooms are big, neat and have a little nursing space as well. Overall food quality and tastes is awesome. I tried handi, kebab and boti all perfect. Chinese might not be the best …",4,Positive
"-Quality of the food was good and tasty.
-Quantity of the food was less as u can see the bbq kebab platter pic.
-Prices are high which definitely does not meets the Quantity of food !! …",3,Neutral
The taste and ambiance was well up to amazing standards. Extremely fast service. Tried their steak which was average-good range but their desi items and seafood cuisine is superb. …,5,Positive
The food was delicious and the ambience was exceptional... but the prices were quite steep.,5,Positive
"Mutton Mandi was not up to the mark.
Malai Boti was bland.
Behari Boti was basically behari masala with no boti in it. …",4,Positive
MashaAllah ❤ hotly serve food quality and quantity was v nice delicious desi food.. but they r not good with fast food varity,5,Positive
"It was a great experience. The ambiance was okay . Amazing food and service.
Tasty Kebab Platter.
Good option in BBQ restaurants .",4,Positive
"Had half Chicken Peshawari Karahi. The taste was good, but everything was too overpriced. Plain naan was not hot enough.
Taste: 7.5/10
Value for Money: 6/10",3,Neutral
It was my first experience with Kababjee although I visited kababjee front restaurant sometime back but it was not a good experience and I was surprised to see the mushroom growth of kababjee all around the city but keeping in view my …,3,Neutral
"full vlog
https://youtu.be/Blu__SvS3iQ?si=XGi2FC25mDFw0jft
Fried chicken was good. …",3,Neutral
"We use to go kababjees so often but it was first time after lock down they introduced Ertugul Kebab after inspiration and hype. However, it was good in taste overall food was good as expected and staff is so co operative and extensive knowledge about food quantity according to number of persons.",3,Neutral
"Kababjees is one of the best places for desi food like BBQ, HANDI, ROAST, FISH, best one is seekh kabab, handi, mutton chanp, mutton ribs. But a big no for continental dishes like steak, all dishes are same they just sauces over it with minor changes. Dont order steaks or chinese.",4,Positive
"Food and service were excellent. However, I think pricing is on a bit expensive side.",5,Positive
Very delicious dishes very good environment. A  tgood place to bring your family and friends. Having good service.,5,Positive
Food was usual kababjees. Bbq platter was ok. Karhai was good. Bohari boti was below average.,4,Positive
The quality of foods are not same as it was compare to highway and before North Nazimabad branch cool was not mainten during diner we didn't feel comfortable,3,Neutral
Slow service but food is tasty. The servers make too much noise though.,3,Neutral
"While the presentation of the food was good, the taste was honestly subpar. The kabab platter was a mix of different bland kababs, served on a soggy nan-style bread. The dhaka fish was okay in taste — but the size of the actual fish was …",2,Negative
"Kababjees never disappoints! Their BBQ is full of flavor — especially the malai boti and beef kababs. The atmosphere is great for families, and the service is always quick and friendly. A go-to spot for a delicious meal in Karachi!",5,Positive
"Amazing experience! One of my all-time favourite restaraunts every time I visit Karachi. They have such a brilliant way with flavours, with just the right amount of tantalizing and teasing to the taste-buds. (would definitely recommend the gola-kebab, uggh absolutely divine!)",5,Positive
"A nice place to dine in. Currently due to Covid restrictions, the table arrangement is somewhat disturbed. The arrangement is done mostly on tje road side in the footpath. Due to open seating, the AC  system is not very effective. The place …",5,Positive
"My experience is satisfactory as always, my kids love their cheeze Naan so I am frequently visitor of this restaurant",5,Positive
Perfect place for family. Food taste and quality is excellent,5,Positive
"Tasty Food, Nice Ambience & Good Service.",4,Positive
Quality of food has degraded as compared to last visit. Chicken mandi was not that good. Tasteless rice and chicken meat was not good.,2,Negative
Taste of food were excellent but service was pathetic even we have to wt. 15 min for just bill,3,Neutral
The place is so so. Felt like an ordinary resturant with very high prices. The quality of food was also average. It was better to visit any other resturant. They management really need to look into crockery used there too. It was giving an ordinary feel. Overall it was not a good experience.,2,Negative
I went for dinner with my wife. Food was not up to mark. mutton cheese kabab was tasty but Disappointed with mutton karhai and Peri bites. Prices are sky rocketing but the quality was down to the bottom.,2,Negative
"I had a good experience here. The Desi food was very good. We also tried some non-Desi items like club sandwich, peri bites, soup, and dynamite chicken, which were decent. The discounts offered on bank cards is a silver lining. Overall, I'd recommend this place.",5,Positive
"The mutton ribs were great, service was a bit to long almost an hour to get food, food was pricy but the taste made up for it definitely will come back again maybe during less busy times to get faster service.",4,Positive
Excellent food and service. A little bit noisy atmosphere.,5,Positive
"Food is good
Sometimes you've to wait for your turn to be seated
A bit expensive
Overall it is a good restaurant",4,Positive
Good place for food but crowded please visit after 11:00 is suitable you get better service otherwise there is long queue and be carefull for wallet parking for your vehicle expenseive goods/ items.,5,Positive
overall good 👍 as always.. but I prefer Highway Branch.. …,4,Positive
"We went to Kababjees, last night. It was a wonderful experience, everything was perfect, and the food was scrumptious. Let's just hope they maintain this magnificent quality.",4,Positive
Have tried food of kababjees different branches but this shaheed e Millat one was the second time I went and to be honest it is quite scattered space and u can't even feel privacy as the tables are too close to each other and their interior …,3,Neutral
The food looks very yummy but due to slower Service i prefer the other outlets.,5,Positive
Crazy good paneer Reshmi Handi. That enormous cheese chunk they put atop melts so deliciously in your mouth. …,5,Positive
"We tried chicken mandi, chicken karahi, seekh kabab and kunafa. Everything was 9.5/10. Kunafa was a bit heavy as dessert and it would take time to develop such taste. Overall everything was fine, the lightings were too low though.",4,Positive
The place was filthy and the food was below average! The bathroom was filthy too. Waste of money ! Not recommended at all,2,Negative
"Good food with excellent service, dedicated staff..",4,Positive
Great fine dining experience.,5,Positive
"Ordered Chicken Madbee, quantity was good, but it was not at all madbee, it was simple mandi rice with plain tikka.",4,Positive
Everything Was soo good. Food is delicious but little expensive but all over good palace to dine in,3,Neutral
The food we had was yummilicious with good ambiance,5,Positive
"Kababjees Pizza bahdrabad,super yumi in taste 💯❤️🍕🍕 …",5,Positive
The quality and taste of food is average. The BBQ platter is also average on the price they are charging for this. All items in the BBQ platters are available at lower prices with other dine out options in Karachi. The location of this …,3,Neutral
A place for high class food with aesthetic surrounding. A bit delay in service in busy timings. Overall a 4/5 rating would be my opinion.,4,Positive
Experience was good enough with quality food choice,5,Positive
Superb taste with great ambiance. Especially fish was awesome.,5,Positive
"There ambient, starter, main course every thing was but I think it was bit over price",5,Positive
"Food is great and staff is friendly, especially Amjad Ali, serves great every time and should get a raise FOR SURE.",5,Positive
"Everything about this place is great. Ambience is nice, service is fast and prompt. Food quality and taste is really top notch. My only complain is that their food is very expensive in comparison to their food quantity however, it makes it up when u leave with a long lasting taste.",5,Positive
"Always amazing experience there, great food and ambience, all the time my favorite.",5,Positive
"Overall nice place and prices are very normal.  However, their goat karhai was not v fresh.  As if they brought from a larger pot into our kharhai. They must have used frozen goat meat .",4,Positive
Nice food especially cheese naan and garlic naan and humas,5,Positive
"Food isn't the best you can find, unless you like soups. Those are good.

Service Is fast for this type of restaurant.",4,Positive
The restaurant ambiance is very good and the taste is very good also the service is too fast.,5,Positive
"Good atmosphere and taste only problem is jammer's, because this place is near jail so there is no signal in the restaurant.",5,Positive
"Delicious Katakat, Rashmi kabab, mutton kabab! 10/10 for quality of food and ambiance!",5,Positive
There is no parking area of the restaurant . Open in residential building and area. I used discount card otherwise it was expensive. Compare to other restaurants of same league. …,3,Neutral
"Wonderful ambiance, interior, excellent menu, tasteful food & dessert, courteous staff and clean wash rooms; what else you want in a restaurant in Karachi",4,Positive
Unfortunately this branch is a fail!! Poor customer service and unhygienic food. The guy was using bare hands while picking ice for the drinks!! (Unacceptable ) No one even cared when we complained (and ofcourse we cancelled the drinks) …,2,Negative
delicious food and amazing place...,5,Positive
"It is a place where you can go with your family or office colleagues and enjoy your food in a peaceful and friendly atmosphere. The food is good and the service is as well. Prices are a bit high, but overall, it is a perfect place to have …",4,Positive
One the best place 😜 all is good 👍 …,5,Positive
"Nice ambiance, good food, courteous service.
However, it's way too crowded.",4,Positive
It was good experience I liked the pasta . Peshawari karahi was just ok,4,Positive
"Everything was good 👍 quality food with quality time, highly recommend …",5,Positive
They have to work on there taste,3,Neutral
"It’s a nice place, Parking is also good, food is OK",3,Neutral
Nice taste but late serving,5,Positive
Food was delicious. Staff is also good but its always over crowded and noisy.,5,Positive
This restaurant has variety of food options with best pakistani cuisine. Their Rango kebab is a must try along with mutton karahi,4,Positive
"Overall food quality and taste is guite good, ambience is amazing, service is also fine.
But a littile bit expensive.",4,Positive
"Kababjees cafe is a good place to eat out. Plenty of food options there. If you are meat lover, this is the place for you.",4,Positive
Prices are way too high compared to any similar restaurant. I dont belive it rice was served in a plastic wrap instead of foil. They have average food quality in bbq only. And i dont know why they set a high prices on everything. As qe …,2,Negative
"All over experience was good the service was up to the point but the atmosphere need to be improved, there is much darkness , chillers were not working because of chillers not working suffocation appears and then appears mosquitos 🤐 …",4,Positive
Taste is good but the portion of meal is less!,3,Neutral
"Food is good but they are rapidly decreasing the amount of food,,as per the amount of money they are taking the food is very less",4,Positive
Good food but expensive,3,Neutral
Great taste and quality food,5,Positive
Food presentation  not up-to mark taste was good,3,Neutral
I love it 😍my heart wants to go back 🤩 …,5,Positive
Cousines r average rates r high service is poor,3,Neutral
"Kababjees, a perfect place to rejoice variety of cuisines with your love ones, to soak in the relaxing decor & desire to revisit for once is never enough …",5,Positive
"Kababjees is one the best food restaurants in town. The environment is extraordinary, and the ambiance is calming. The service is satisfactory, and the staff is so cooperative. The food served nicely, and it tastes delicious. Their chefs …",5,Positive
My first experience in this restaurant. Food is tasty and delicious and service was good. Crowdy atmosphere shows that the food and service are nice!,3,Neutral
"Sometimes small things can ruin your whole day/night. There was a mistake in a menu which was not clear to even wait staff, when my friend pointed it out, manager should have taken responsibility, instead he used his waiter as an escape …",3,Neutral
"Food was tasty and fully  flavoured , exotic, we tried handi, mutton kebabs variety, finger fish. Waiting time was around 1 hour and than order time after seating about 20 to 30 min. 10 person served. Catd discount on bill is good and make it economical some how.",4,Positive
Food was very bad specialy karhai was very spicy every time we order karhai its always spicy also i found mouse roaming around table this is how a great resturant looks like very bad expirence overall service was good,3,Neutral
It was under construction but they facilitate for dinner and lunch for families. Very humble and respecting staff and test was very good.,5,Positive
Peshawari Karachi was excellent. Turkish kebab were good too. Overall a good experience. A bit crowded on a Friday night,5,Positive
Best food in town,5,Positive
"Delicious food, good service good taste",5,Positive
Very small meal size can't serve for two person one dish.,4,Positive
"TLDR; This branch's food / service is not of the same quality and taste Kababjees is know for, from its Highway and Do Darya branches. …",2,Negative
Overall a nice and pleasant experience. Ambiance and service gets the full marks though I visited two times and on both visits there was a rush of Customers but still service was courteous and quick. Food quality was good but taste can be improved a little bit. Rates are okay and most of the times there are discounts on different cards,4,Positive
Awsome food with quality service 👌 …,5,Positive
I went there with a friend Food was amazing I loved it and the atmosphere gave us such an overwhelming feeling that we wished to be there for long but we had to leave but we still did our aftaar there for which they gave us dates and …,5,Positive
Good experience all kind of food enjoying,5,Positive
"Total useless place to order food from via food panda. If something goes wrong, good luck getting it resolved.",2,Negative
"It was great and had an amazing experience as before visited. The food served was delicious and tasty. Tried their Chicken Mandi, Kebabs and their Peshawari Karahi which is something you'd relish. The atmosphere was ambient and hygienic also their staff was friendly and courteous and served the food in properly with cleanliness.",5,Positive
Awesome food. Yummy and with authentic taste and different variants of same dish. Very courteous staff and polite. It would be an add on to their great service if they can explain the taste variations of different dishes and make suggestions. Good ambiance too. You may want to request detaching tables to have more space.,5,Positive
"Not enough washroom, people stand in line for it.",3,Neutral
We celebrated Azlan Ali's birthday here because this place is in the middle of the city and Shahrah-e-Faisal is very close. The food was very tasty. All the arrangements were very good but the place is very congested due to which we couldn't enjoy.,5,Positive
"I visited the highway branch in the past and quite happy. However when I visited this branch, the quality of food is below average. We ordered 2x platters BBQs as this is their speciality but highly disappointed with taste. Peshawari karahi …",2,Negative
It was a place where u can go with your family n enjoy your food peaceful n friendly atmosphere. Food is good n Service  is as well. Prices are a bit high but over all a perfect  place to have some quality time with your family. It was memorable. I enjoyed  it.,4,Positive
"We ordered soup and steaks. Soups were tasty and steaks were fine. Steak was nicely cooked but taste was not extraordinary.
My grilled chicken mushroom steak had no mushroom topping 🙁 …",4,Positive
"Lovely restaurant with great food. Our relative hosted a get together here and our experience was extraordinary. Every dish that we have ordered was delicious and tasty. The price was a bit on the higher side but keeping in mind the ambience and taste, it's definitely worth it. The staff was also very helpful.",5,Positive
Food is good staff is cooperative good atmosphere but only need to change seat caution its dirty now and black mark on it,5,Positive
Good food and tast. Excellent service but quiet costly though.,4,Positive
"Ambience, food, and service all are good 👍 …",5,Positive
"Amazing food, great ambience, in the middle of the beautiful city of Karachi.",5,Positive
"Great atmosphere, great ambiance. There was a little waiting for the table but we got ours very quickly. Service staff was great, and the food was delicious. Pricing is also moderate. Overall, an amazing experience.",5,Positive
Food is good and reasonably priced,4,Positive
"After a long time we visited this branch. And their food is as good as it has to be. So thumbsup for their food. We tried chiken karahi, katakat, bihari boti, malai boti, kabab, pasta, etc. Katakat has been outstanding. We got dreat service …",4,Positive
Good to dine in after evening,3,Neutral
"Celebrated Family birthday
Good food, especially Mutton karhai,Beef bihari.
Friendly staff …",5,Positive
Awesome taste just like highway kababjees. . Highly recommended.,5,Positive
"So far, the taste is great. I personally love Kababjees. I am only dissatisfied by their delivery services, super slow and late. It kills your excitement. Thats all. …",3,Neutral
My go to place for steak 😍 …,4,Positive
Best service with tasty food,5,Positive
"I recently visited Kababjees with my entire team, and the food was absolutely outstanding. The flavors were not just delicious; they were exceptional and truly unforgettable.",5,Positive
"Discount on debit cards :)
Watch the discount, be aware...
My daughters bday venue",5,Positive
"Dont sit inside, not clean, too many mosquitos",4,Positive
Nice and cosy environment with courteous staff. Food is exceptionally tasty and every item that we ordered had very distinct flavour. Desserts and drinks are also worth a try. Good place to have a good meal with your family or friends.,4,Positive
Taste was good as always but the kabab platter was not good enough so we enjoyed reshmi paneer handi and the steak.. luckily we got 15% off on my debit card and would love to visit again...,5,Positive
"Very Bad Experience this time quality of food very low
I ordered Morocon Steak service and quality both under par even I complained but who cares",2,Negative
"Great atmosphere but the chicken karai was very mid, the nan was below average and the staff seemed a bit absent minded but the egg fried rice was excellent 👍 …",4,Positive
A good place to eat with friends and family.,5,Positive
"Good quality food, hygiene can be improved but it's still better than average (unfortunately our national hygiene average isn't winning any medals either).
Compared to other restaurants, in my opinion Kababjees offers good value. …",5,Positive
Overly expensive. Lot of space available to be seated outside. Has parking valets available. The taste of the food and its presentation is good. Servers are polite and keep u satisfied with their service. Overall a nice place.,3,Neutral
"Visited after 5 years and this shaheed-e-millat br didn't disappoint. From bbq to xhinese to burgers or steak, everything tasted good. Desserts me kunafa, lava cake and ice cream all tasted nice. …",5,Positive
"This restaurant is very nice with tasty food and quick service.
I strongly suggest to add central cooling systems in side restaurant instead of individual split type air conditioner. …",5,Positive
"Awesome food with range of varieties. Interior is elegant, with dim lights.
Waiting is always there, unless have done a reservations. …",5,Positive
"Very good serving time.. delicious and hygenic food option. Good for any type of outings.
Ambience is also good for friends and family. The staff was cooperative and …",5,Positive
Taste is good but prices are too high.,4,Positive
"Kababjees has always been my go-to spot for dinner with family and friends for years. Apart from a few occasions, I've mostly enjoyed good service and food. They specialize in desi cuisine. I've always loved their mutton karhai and daal …",4,Positive
"The food was absolutely delicious and customer service was amazing but..
In the mix katakat there was a screw in the food so I just wanted to warn others about it but alhumdulliah we did not swallow it. When we found out we called …",4,Positive
"This is an amazing place to hangout. Their barbeque is amazing. I would recommend to this place 10/10 for their hygiene, amazing staff, service and food quality. Everything is so organize and nice. But they just have to improve a lightning a little bit otherwise everything is amazing👍 …",5,Positive
Food was nice and great but ambiance deserve 1 star. Aircon was next to nothing and was extremely hot inside. You will need more aircons there. My nephew also got bitten by a mosquito.,3,Neutral
"Not enough space between the tables as large number people were accommodated. Food quality and taste is not up to the mark.
Staff is friendly and welcoming. Location is good with valet parking facility.",2,Negative
"Awesome Food and Ambiance.. Must Visit..

I planned my son's birthday at kababjees in July 2021. the staff was much …",5,Positive
"food and environment both are superb. had fish, tikka, bbq, and dessert. all of them were excellent. serving size is also good. just try to avoid weekends and holidays, too much rush to enjoy a quiet dinner. staff is also helpful and service is quick. rates a bit on high-end.",5,Positive
"It was perfect, great food, great service. I especially loved their cream cheese soup. It was bummer that I had a bank Al Habib card which if I had used, I wouldve gotten a 30% discount but I realized it later sadly.",5,Positive
"I went there with colleagues for dinner. There were 5 of us and we ordered soup, a kabab platter, and chargha. The food was delicious and more than enough for us. The service was prompt. There are 2 floors of ample seating and a spacious …",4,Positive
"Kababjees Highway had much better food than shaheed millat road branch,  Mandi was below average, Mutton karahi and tikka was just normal, Kababjees should maimtain same quality in all their branches, not recommended",2,Negative
This place is very well-designed (Masha-Allah) and was nearly empty when we arrived for dinner at 7:45 PM on a Tuesday evening. …,4,Positive
"One of the best establishments in Karachi. Kababjees have made a name for themselves and rightfully so. We ordered Karahi, Handi and BBQ. Everything was delicious. Service was very fast and staff is extremely friendly. Ambiance is also very good.",5,Positive
Good Desi Food. Specially recommend for group and family dinners. Desert options are also good. Ample parking facility. At dinner time waiting is normally very high. Seating arrangement is bit congested. Credit card is excepted.,4,Positive
I prefer the sea view / 2 darya branch more. But anyhow the food they serve is excellent. Loved their handi and cheese naan is OFF THE HOOK . must try for cheese lovers. No complaints with the kerhai. Soup was good. Could be better. Great …,4,Positive
Visited this branch very first time and the food was as per standard of Kababjee's. Atmosphere is also nice. The most amazing part is customer service as a waiter suggested us while paying the bill that we should use a specific card which has 30% discount. Thanks to that gentleman :-),4,Positive
"Nice place for food....
Delicious",5,Positive
Really good food and service. Just nit satisfied with the quantity of the food.,4,Positive
"The food overall was good but, they added too much salt in a dish. We asked them to change it but after 10 minutes of wait, they gave us the same food which was a waste.",2,Negative
Good place for BBQ and mandi. Moderately cozy environment but quite dull lighting that even original food color was not clearly visible. Inside resturant staff courtesy was OK. Outside staff for taking guests to tables was smartly foolish 🤭 thinking themselves bit expert though they were obvious rookies 🤣 …,4,Positive
Delicious food n very nice service and atmosphere. We enjoyed it,3,Neutral
"Coming here for the 3rd time in the same week. Amazing food, great quality and perfect service. I’d like to mention Amjad Ali, our server, who was great at recommending different things and they were spot on! He’s really great!",5,Positive
"The ambiance of this branch is average, however, service is quick but the taste needs improvement. The staff of this branch is not upto the mark, they usually persuade you to order more, which is quite interrupting and disturbing. Overall average",3,Neutral
"One of the best place for outdoor dining.Quality Tasty foods, Almost evry item served great.Gave 5 stars to nans.
Staff also very polite and efficient.Environment also very nice. …",5,Positive
This is really very nice place for dining. In rush hours as usual you have to wait for a table to get free for you. Parking is problem. Though at night time enough space is there but there are no guards or security to take care of your parked cars. Even dark area in a distant parking area. Rest is ok.,4,Positive
"We had a party for 42 Ppl and the staff arranged it well (even gave extra tables), also Mazhar and Amjad guided us what to order and how much, which was accurate and enough in terms of qty and items. …",5,Positive
"Awesome place.
We use to visit frequently with office colleagues.
Good food and ambience. …",5,Positive
Decent place with good space on 2-3 floors to manage the rush. Food is brilliant like all kababjees restaurant. Bank discounts are regular which make the experience pocket friendly.,5,Positive
Excellent Management and service. Arranged my kids birthday party. Food quality was awesome and service was amazing. The staff were all friendly and very cooperative,5,Positive
Its location is bit isolated and can be concerning factor. The parking space is very minimal. The ambiance is ok and food was tasty but on top floor it can get stuffy due to poor ventilation and bigger crowds.,3,Neutral
"Mutton Mandi at it's best :)  , 3 person serving at Kababjees Shaheed e Millat branch.",5,Positive
"Good ambiance. Slightly on the expensive side but worth the taste and quality of food.
Cutlery's cleanliness should be improved.
Service gets slow when the place is crowded.",5,Positive
The food was great but the service was not impressive. The staff was unaware about the food they serve. We specially asked them to remove mushroom from our soups but it was still there and even after replacing another bowl there were still mushrooms in it.,3,Neutral
"Very Expensive, very less quantity, too spicy food packed although i requested to put the average spices. Too expensive meal bought for the first time. In half they provided only 250 grams of karahi, assaid by staff full includes 800 grams …",3,Neutral
"Food was tasty, quantity served was not equal to value for money.
Specially the BBQ platter which had only 6 pcs of kebab for a price of 2100 Rs
Service was ok but shall be further improved.",3,Neutral
Nice atmosphere service was top notch bit over priced though because blue berry drink was not worth 500 I had better blue berry drinks in way less price but mutton ribs was nicely cooked and paisa wasool.,4,Positive
"Very Good Steaks, Mocktails and overall food.",5,Positive
excellent service and yummy food. There is waiting on weekends but you can enjoy yummy sundae ice cream in waiting area. Go early so you don't have to wait.,4,Positive
Food was great but the service was extremely slow and poor in general too. It was empty when we reached so crowd was not an issue too. We were made to wait 10 minutes for the menu that too upon asking for it thrice.,3,Neutral
staff suggesting people what to eat or what not to eat. I visited last Sunday with 20 family members. …,5,Positive
"Food was good. We ordered dahga kabab, Peshawari karhai and vegetable chowmein as our main course. They were all very well done. The entrès were not so good. The nachos should have been served in a flat platter but it was a well thought …",4,Positive
"Delicious taste, Waiting time is ok. Stater was served quickly, warm comfortable environment would like to visit again.
If you are using online taxi services. You would struggle. Mobile signals are blocked due to Central Jail Karachi nearby.",4,Positive
"The food taste is great, service is also good. Recommended",5,Positive
Normally order home delivery for their yummilicious palak paneer handi and paneer reshmi chicken handi,5,Positive
The food and service was very good. Went in a group and had ordered a large quantity of food but there was no complaint on anything. The mutton karahi was exceptional as was the platter. Ample parking outside.,5,Positive
"Well designed menu, spicy & non spicy wide range available. Pleasant atmosphere.
Well trained staff with nice attitude.
Overall nice place to invite your friends and guest.",5,Positive
"Our main course was Chicken Makhni Handi and chicken Malai boti. The Handi was pathetic due to chicken in it which was burnt and I reported to the serving guy, he immediately remove the dish and brought in new one after a while. …",3,Neutral
Food is tasty.,5,Positive
"Food quality is not good, Tikka seems to be like grilled no spicy, fires was cold n after we said they changed it gives us fresh fires, for Tikka we didn't complain as we thought it's grilled but later we know that it was made on coal,
Even remaining items was not upto the mark ‼️",2,Negative
"Good place to have food with your friends and families.
Be ready to have very large family sitting across/side of your table and making noise. Not a quiet place to have romantic diner ;)",4,Positive
"I have been visiting this place but this time it turned very disappointing. We ordered hot n sour soup, supreme nachos, lahori fish, shinwari karahi, paneer reshmi handi, rango kabab, chinese masala fried rice and chicken chowmian. …",2,Negative
"We went on 29th Ramzan, so may be service was slow due to this. Naan weren't coming on time and we had to wait for it. Nevertheless, food was tasty specially Chicken Karahi",4,Positive
Excellent staff. Very courteous. We went first time and it was amazing experience. Food was really good. Best part was staff and service. Strongly recommended!!!,5,Positive
Very good and quality food,4,Positive
"Nice food and taste , awesome ambiounce but price bit high ...they Always offer 10,20,30% discount it's means the original price are something else...",4,Positive
Food was great. Service and atmosphere was below average,3,Neutral
"Fast excellent service. Good ambiance. Big place can accommodate large number of customers. Big menu has almost everything from fast food to Bbq to Chinese to karahe, handi. But the price to quantity / serving size were very disappointing. …",3,Neutral
Best place for dinner wide veriety of dishes 🙂 …,4,Positive
"Awesome eatery!
Service , Quality is too good , I love the the taste of kababjees especially this branch .this is one of my favourite. …",5,Positive
"Although  the service by the staff was excellent, food was fantastic. .....  but the management need to spend some money on the overall inventory  of restaurant ; the crockery is now too old with scratches, . …",3,Neutral
The food was good and the taste was nice but our order was late other than that the quantity of the food did not justify the cost we paid and the handi we ordered had more veggies than meat.,3,Neutral
"We recently came here for a family celebration and had the opportunity to try different dishes. Everything we had was really delicious, especially the Chicken Handi, Dal Makhani and the Kulfi were so delicious. We will definitely return here.",5,Positive
Awesome place to visit with family. Healthy environment and food quality is upto the mark. overall best place to visit with family in the surrounding. I specially recommended to visit for the food.,4,Positive
Before i dont have any experience for this restaurant but last saturday i was eating dinner with my family such a wonderful amazing taste for all food and good service i liked,5,Positive
Lovely place to dine out. Great menu and excellent taste. Well mannered staff. Good environment.,5,Positive
Very good seating service and items but not satisfied with Valet Car Parking.you had high up the rates to Rs.100 per vehicle. It is too much. Please reduce the rates maximum up to Rs. 50.Thanks.,4,Positive
It is the worst food not a taste bad service waiting almost a hour for food we was gathering about 20 peoples from family no body like it any item. much more expensive and zero return in taste or service no want to go again no advice to go there,3,Neutral
"No value for money. Average food quality and taste. However, environment and service is good. BBQ Tonight is far better.",2,Negative
Very good food. Service was also nice. Worth the price!,5,Positive
Very courteous staff... Wonderful food...the only issue is that there is no proper air conditioning in the dining hall which makes ambience suboptimal,4,Positive
Best food.. Bar b  q quality owsome,5,Positive
Amazing taste and variety. The staff is too courteous. Excellent choice for family events. Per head ranges from 1k-2k depending upon your selection.,5,Positive
"great experience, everything was great food ambiance, just a little low on ac as it was last table,  however overall enjoyed night with family... 👍 …",5,Positive
